Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,,,,,,,,,,,,6.25,,,,,,,,,,
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,,,,,,,,,,,,16.1805556,,,,,,,,,,
Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),SG.NOD.CONS,,,,,,,,,,,,,0,,0,,,,,,,
Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),SG.MMR.LEVE.EP,,,,,,,,,,,,,0,,0,,0,,0,,0,
Legislation exists on domestic violence (1=yes; 0=no),SG.LEG.DVAW,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1
Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),SG.LAW.NODC.HR,,,,,,,,,,,,,1,,1,,1,,1,,1,
Law mandates paid or unpaid maternity leave (1=yes; 0=no),SG.LAW.LEVE.PU,,,,,,,,,,,,,1,,1,,1,,1,,1,
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,,,,,,,,,,,3.31,,,3.31,,3.46,,3.503218,,3.704961,,
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,,,,,,,,,,,3.2,,,3.54,,3.61,,3.669272,,3.752359,,
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,,,,,,,,,,,2.99,,,3.16,,3.25,,3.205138,,3.318883,,
"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,3.8,,,2.56,,4,,3,,5,,
"Lead time to export, median case (days)",LP.EXP.DURS.MD,,,,,,,,,,,2.6,,,2.77,,3,,2,,3,,
Individuals using the Internet (% of population),IT.NET.USER.ZS,0.032394861,0.168540297,0.708187957,1.775913207,2.639650215,4.595704331,6.2,7.3,8.523257003,10.52315262,16,22.6,28.9,34.3,38.3,42.30011749,45.8,47.9,50.3,53.2,54.3,
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,1.19906855397864,1.95739995387351,3.77583392253618,5.15625690668788,9.759065287663,19.6824725426992,47.9115666242343,209.120055972504,446.706827597596
Secure Internet servers,IT.NET.SECR,,,,,,,,,,,,,,1604,2631,5100,6999,13314,26989,66054,289923,622142
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,0.001755839,0.02588502,0.252303079,0.852959779,1.884961039,2.806632321,3.799512213,4.93419774,6.122995604,7.638872763,9.22969172,11.36849026,12.6558438,13.5721864,14.32580171,19.69267651,22.81370164,27.73989833,28.53518942
Fixed broadband subscriptions,IT.NET.BBND,,,,22660,336280,3298490,11219010,24939630,37350000,50853000,66414000,82879000,103978000,126337000,156487000,175183000,188909000,200483000,277046000,322597000,394190000,407382000
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,5.571332978,6.872810539,8.483379223,11.22226292,13.88375562,16.38594333,19.97614967,23.56281604,26.33387587,27.47935026,27.1648336,25.14529206,23.04871059,21.50648138,20.71307585,20.09476331,19.18156459,17.82338014,16.41940148,14.61221985,13.63504777,12.7656136
Fixed telephone subscriptions,IT.MLT.MAIN,70310000,87420937,108715763,144829000,180368000,214222000,262747000,311756000,350445000,367786000,365637000,340359000,313732000,294383000,285115000,278153000,266985000,249430000,230996000,206624000,193757000,182248000
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.048577006,1.876048044,3.37850167,6.606481691,11.14746235,15.75742107,20.52400801,25.3063175,29.56214176,34.44822335,40.66184883,47.37436885,54.89500349,62.75543093,71.6494509,80.34603793,88.30574902,91.89962887,91.835388,96.52661691,103.4384208,114.9546139
Mobile cellular subscriptions,IT.CEL.SETS,13233000,23863000,43296000,85260000,144820000,206005000,269953000,334824000,393406000,461058000,547306000,641245000,747214000,859003000,986253000,1112155000,1229113000,1286093000,1291984200,1364934000,1469882500,1641147000
Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,,,,41000000,44726084,55717488,61898336,74725444,67245263,84810503,103823024,115941970,108799933.7248,142970010,157422311,166510600.5,175936350.5,186679050.5,195276750.5,199551750.5,213719924.7855,
Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,,,,,,,,100,108.29,113.1,127.85,137.38,132.47,143.57,152.06,156.19,157.51,165.05,167.13,169.2,169.56,187.78
Rail lines (total route-km),IS.RRS.TOTL.KM,57566,57583,57394,58656,59079,59530,60446,61015,62200,63411.7,63636.5,60809,65491,66239,66041,66298,66585,66989,67212,67092,67278,
"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,354353,369097,404627,441468,463655,480305,462279,551196,583320,635327,689618,777860,787890,791158,815699,795639,794062,807065,723006,695955,685213,
"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1304641,1226152,1257789,1333606,1424980,1521911,1647558,1828548,1953336,2055716,2211246,2510629,2523917,2451185,2562635,2518310,2473477,2308669,1980061,1920285,2146466,
"Air transport, passengers carried",IS.AIR.PSGR,52277000,53234000,55853100,61891807,72660653,83671798,86040642,119789024,136721623,158013351,183613132,191001220,229062099,266293020,292160158,318475924,352795296,390878784,436183969,487960477,551234509,611439830
"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2083.6000976563,2474.1999511719,3295.3999023438,3900.08,4232312,5013505,5650.63,7024.25,7579401,7692205,11189538,11386055,11976438,17193.8774,16764869,15568753,16053.7331,17822581,19805.63,21304.5851,23323.6147,25256.2071
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,470200,510500,547800,572921,840911,932064,946354,1209900,1349269,1542564,1753550,1853088,2140124,2377789,2538667,2779741,3073450,3356756,3616026,3952098,4359033,4692008
"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,,,,,,,,,,,3.97994232594212,4.32238683967865,4.278193043,4.321479666,4.5,4.4,4.5,4.6,4.54880485442716,4.5,4.6,
"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,,,,,,,,,,,4.21195652173913,4.45608974492961,4.5691818239,4.5343630946,4.4,4.2,4.2,4.3,4.21926270674083,4.2,4.6,
Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,,,,,,,,70,70,70,60,60,60,60,60,60,60,60,60,60,50,50
Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,,,,,,,,73.33333,73.33333,73.33333,73.33333,73.33333,76.66667,76.66667,76.66667,90,90,80,80,80,86.6667,83.3333
Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,64.4444444444444,64.4444444444444,57.7777777777778,61.1111111111111,61.1111111111111,62.2222222222222,65.5555566666667,68.8888888888889,70,70,70,70,80,78.8889,77.7777666666667
Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,,,,,,,,50,50,30,50,50,50,60,70,60,60,70,70,100,100,100
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,,,,,,
IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,,,,,,
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,,,,,,
"Trademark applications, total",IP.TMK.TOTL,145478,153250,164697,212771,259417,364336,446641,582748,657603,739340,679935,667025,806906,1056563,1386776,1618432,1847938,2104411,,,,
"Trademark applications, resident, by count",IP.TMK.RSCT,,,,,,,,527610,593416,669284,605014,590590,741811,973588,1273901,1502680,1733457,2140067,2699251,3526953,5539086,
"Trademark applications, direct resident",IP.TMK.RESD,118578,129395,140620,181717,229783,321041,405628,527605,593390,669279,604979,590545,741785,973514,1273859,1502582,1733387,1997058,,,,
"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,,,,,,,,,,,,,,,,1500000,1620000,1260000,2010000,1560000,2200000,
"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,26470000,12670000,12690000,6550000,11230000,3830000,4360000,5500000,11750000,14670000,26790000,11390000,15720000,13710000,22920000,34750000,12160000,26210000,32840000,21830000,15020000,
"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,,,,,,,,,,1020000,1150000,1270000,950000,1540000,1150000,470000,1000000,530000,870000,650000,890000,
"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,,,,,,,,,,,,,,,,,540000,,,,,
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,1311070000,-2558090000,-1065000000,-2045000000,-1894000000,-388000000,1026353000,6192217000,5175000000,8646000000,14714000000,15530000000,-9808779000,19942633000,28469700000,26754099000,26700610000,70116535000,30228211000,26530914000,46754060000,25838182000
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,3329739000,1587000000,-1254000000,261367000,1035647000,-1054483000,1164320000,3689595000,4910145000,1705472000,2196374000,-1092486000,-38801000,-1459326000,25029333000,35631256000,28480896000,53880131000,8775622000,22273277000,82087632000,68614067000
"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,1930028118.6,32370573.7,1687000127.5,-383825456,762728670.1,-712369816.2,-951804947.5,-172552497.2,-60228304.1,81231449.8,-573743594.3,-266194148.7,-339907300.9,-3684534360.4,675975953.4,-1022543691.8,-3766678651,-268240234.4,-3793360886.1,-1020176860.3,-1287983621.7,-1954656871.1
Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,1.4851260827034
"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,,,,,,,,,,,,,,,,,,,,,,6.97675035515971
Present value of external debt (current US$),DT.DOD.PVLX.CD,,,,,,,,,,,,,,,,,,,,,,201336227661527
"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,16276727000,18545271000,19515396000,20097046000,20410918000,20884540000,21178851000,21918012000,21071965000,21606874000,22109858000,22439564000,22460926000,22135458000,20667636000,19824243000,18958546000,17884480000,17047891000,16214801000,16356049000,16094925000
"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,8038086000,8900878000,9114949000,8978800000,8861373000,9630333000,10522043000,10883251000,9932167000,10191834000,10348344000,9975561000,9704875000,9173757000,7646350000,6911210000,6134055000,4986603000,3978170000,3069185000,2449267000,1723689000
"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,8238641000,9644393000,10400447000,11118246000,11549545000,11254207000,10656808000,11034761000,11139798000,11415040000,11761514000,12464003000,12756051000,12961701000,13021286000,12913033000,12824491000,12897877000,13069721000,13145616000,13906782000,14371236000
Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,21.4179,12.0237,10.2021,8.9666,30.5508,35.4218,42.6057,47.0655,52.2984,53.6223,54515,49.2141,53.7034,69738,73.8489,69.5819,73.1814,70.0041,62.0128,56.6023,60.2727,62.1157
"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,21.5148759256853,11.8000925497455,9.59459971936744,6.45641301733305,25.8304276013947,25.6592152085413,19.0648232098138,18.5133605179537,18.2457346659918,16.5705724174557,15.1953468262756,11.6475331500892,17.7108639643275,29.3364749326428,35.8252669078676,33.8199980105488,42.410010032138,45.8669971541136,31.8285728986013,33.0644349138103,37.9348871347447,42.2376472255188
Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,21.4847579403415,11.344978204831,9.40438583120514,7.61513976814842,25.5843062911482,22.0595538580947,21.1660558750489,18.5841994575766,17.8332071806302,16.0422010957745,13.172701446011,9.5210801707938,9.80509160734283,17.5831740002485,23.7000997642003,23.3831724394243,27.7558965140696,31.7805024432322,24.1463407176744,25.8710280064028,31.8521168076517,38.4727857795265
"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,31464000000,17340000000,15180000000,13080000000,56300000000,65680000000,88093000000,115770000000,148267000000,173377000000,203698000000,187188000000,240509000071.4,512323000066.2,771361000064.1,792108000065.4,1077031000068.4,1239452085974.1,822244079544.5,801396077737.5,1030633085053.2,1218901082134.2
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,113029031209.9,99631810291.8,95599688321.3,94696601675.7,90941369330.2,87581081784.1,83288467306.3,87680348633.9,84404028604.6,85930540279.8,87298530620.2,91027446920.9,94222242213.6,94176488499.8,104935216776.7,128726678790.6,143799378218.4,171213607848.5,138218425860.4,162223179782.4,201740949308.7,243454815609
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2411592000,27242623000,37688000000,37789000000,36744000000,31839000000,35030000000,42158000000,50492000000,63666000000,82284000000,101774197000,102157209000,117375367000,157485067000,206804046000,240132128000,349747765000,355777187000,442820102637.9,467620362045.5,490227357711.2
"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,115440623209.9,126874433291.8,133287688321.3,132485601675.7,127685369330.2,119420081784.1,118318467306.3,129838348633.9,134896028604.6,149596540279.8,169582530620.2,192801643920.9,196379451213.6,211551855499.8,262420283776.7,335530724790.6,383931506218.4,520961372848.5,493995612860.4,605043282420.3,669361311354.2,733682173320.2
"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,0,0,325010365.9,308529088,297593664,321934336,351877696,367752768,338451136,356241920,374203200,364735936,10957633395.1,10764299164.7,10731028342.6,10742561295.7,10764089474.6,10126700895.1,9685792637.6,9396420382.4,9954225477.5,9721171324.7
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,15.4538796005618,14.2448162745677,13.783138422411,12.1898894301006,13.9584756492535,12.738485582778,12.5305841883466,12.612765856311,12.489837663909,11.7703322693402,10.5006885289363,8.22766426904017,8.7930694589236,12.1205745702876,13.9619711033616,13.3731925739638,15.5039702065057,16.9400047862035,12.0826978983498,12.7633329133836,14.1206492986173,14.4746403578856
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,146904623209.9,144214433291.8,148792698687.2,145874130763.7,184282962994.2,185422016120.1,206763345002.3,245976101401.9,283501479740.6,323329782199.8,373654733820.2,380354379856.9,447846084680.1,734639154730.7,1044512312183.4,1138381286151.7,1471726595761.4,1770540159717.7,1325925485042.5,1415835780540.2,1709948621884.9,1962304426779.1
"Net ODA provided, total (constant 2015 US$)",DC.ODA.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,
"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,,,,,,,,,,,,,,,,,,,,,,
"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,,,,,,,,,,,,,,,,,,,,,,
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,,400000,38250000,1570000,4840000,16990000,25630000,21490000,23170000,18870000,40800000,65220000,52880000,85720000,48980000,49380000,42460000,32140000,33420000,46090000,38870000,
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1.63341516428325,0.921314955301492,1.31410045981728,2.36538248029311,1.79160887969224,1.70722820200379,1.91108558564011,2.59055443152863,2.9197504703106,3.32209104216159,3.43641528671745,4.54837824227861,3.76997091314785,4.04062254765372,4.99181191388686,5.63112658792521,5.65671641081414,5.69180282648451,3.25445363837279,3.4451973626263,3.80803977146818,
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,0.946825826691896,0.951800406026285,0.754712221967439,0.837900299766848,0.948004450520801,0.974974275656648,1.18259601302364,1.4900648938769,1.62648568165501,1.46746132482599,1.6672860272626,1.90370856597639,1.51424757692576,1.64797642186368,1.50177877876228,1.24562223684066,1.08181083963474,1.03142912190351,1.05949629907102,0.932470964981818,1.05838859747944,
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,0.975811568410909,0.934065605299712,0.960083394682533,1.51953636060842,1.3513825764574,1.1088512049824,1.31303937350973,1.3381165840185,1.79754241883545,1.94556048533255,2.01964736393535,2.53760398261361,2.31102989371345,2.4884274989777,2.89036250782403,2.87484224250828,2.7379642638383,2.82216129279561,2.07377317219808,1.75198985819083,2.02855009289734,
